record	partRole	gestureID	stage	gStartTime	gEndTime	gDuration	lenType	handedness	gFunction	isBeat	isPragmatic	isDepictive	isPointing	eduID	eStartTime	eEndTime	eDuration	maxIntersection	P	R	HM	sDifference	sCoord0	eCoord0	sCoord50	eCoord50	sCoord100	eCoord100	sCoord200	eCoord200
22	N	N-mGe239	Conversation	425190	426530	1340	long	Rt	Pointing	0	0	0	1	N-vE186	424574	426124	1550	934	0,697	0,6026	0,646366782	616	D	D	D	D	D	D	D	D
22	N	N-mGe240	Conversation	426530	427100	570	short	Rt	Pointing	0	0	0	1	N-vE187	426517	427048	531	518	0,9088	0,9755	0,940962762	13	D	D	S	D	S	S	S	S
22	N	N-mGe241	Conversation	427100	427680	580	medium	Rt	Pointing, Pragmatic	0	1	0	1	N-vE188	427048	427468	420	368	0,6345	0,8762	0,736	52	D	D	D	D	S	D	S	D
22	N	N-mGe242	Conversation	427680	427840	160	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE190	427716	428524	808	124	0,775	0,1535	0,256198347	-36	A	A	S	A	S	A	S	A
22	N	N-mGe243	Conversation	427840	427980	140	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE190	427716	428524	808	140	1	0,1733	0,29535865	124	D	A	D	A	D	A	S	A
22	N	N-mGe244	Conversation	427980	428080	100	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE190	427716	428524	808	100	1	0,1238	0,220264317	264	D	A	D	A	D	A	D	A
22	N	N-mGe245	Conversation	428080	428230	150	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE190	427716	428524	808	150	1	0,1856	0,313152401	364	D	A	D	A	D	A	D	A
22	N	N-mGe246	Conversation	428230	429890	1660	long	Rt	Pointing, Pragmatic	0	1	0	1	N-vE191	428524	429624	1100	1100	0,6627	1	0,797101449	-294	A	D	A	D	A	D	A	D
22	N	N-mGe247	Conversation	431440	431900	460	short	Rt	Pointing	0	0	0	1	N-vE193	431199	432689	1490	460	1	0,3087	0,471794872	241	D	A	D	A	D	A	D	A
22	N	N-mGe248	Conversation	431900	432260	360	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE193	431199	432689	1490	360	1	0,2416	0,389189189	701	D	A	D	A	D	A	D	A
22	N	N-mGe249	Conversation	432260	432430	170	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE193	431199	432689	1490	170	1	0,1141	0,204819277	1061	D	A	D	A	D	A	D	A
22	N	N-mGe250	Conversation	432430	432640	210	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE193	431199	432689	1490	210	1	0,1409	0,247058824	1231	D	A	D	S	D	S	D	S
22	N	N-mGe251	Conversation	432640	433300	660	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE194	432883	433536	653	417	0,6318	0,6386	0,635186596	-243	A	A	A	A	A	A	A	A
22	N	N-mGe252	Conversation	433300	433980	680	medium	Rt	Beat	1	0	0	0	N-vE195	433536	435370	1834	444	0,6529	0,2421	0,353221957	-236	A	A	A	A	A	A	A	A
22	N	N-mGe253	Conversation	433980	434330	350	short	Rt	Beat	1	0	0	0	N-vE195	433536	435370	1834	350	1	0,1908	0,320512821	444	D	A	D	A	D	A	D	A
22	N	N-mGe254	Conversation	434330	435490	1160	long	Rt	Other, Pragmatic	0	1	0	0	N-vE195	433536	435370	1834	1040	0,8966	0,5671	0,694722779	794	D	D	D	D	D	D	D	S
22	N	N-mGe255	Conversation	435490	435660	170	short	Rt	Other, Pragmatic	0	1	0	0	N-vE196	435370	435886	516	170	1	0,3295	0,495626822	120	D	A	D	A	D	A	S	A
22	N	N-mGe256	Conversation	435660	436000	340	short	Rt	Depictive, Pragmatic	0	1	1	0	N-vE196	435370	435886	516	226	0,6647	0,438	0,528037383	290	D	D	D	D	D	D	D	S
22	N	N-mGe257	Conversation	436000	436400	400	short	Rt	Depictive, Pragmatic	0	1	1	0	N-vE197	435886	437490	1604	400	1	0,2494	0,399201597	114	D	A	D	A	D	A	S	A
22	N	N-mGe258	Conversation	436400	437490	1090	medium	Rt	Depictive, Pragmatic	0	1	1	0	N-vE197	435886	437490	1604	1090	1	0,6796	0,809205642	514	D	S	D	S	D	S	D	S
22	N	N-mGe259	Conversation	437490	438120	630	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE198	437830	438420	590	290	0,4603	0,4915	0,475409836	-340	A	A	A	A	A	A	A	A
22	N	N-mGe260	Conversation	438120	438670	550	short	Rt	Other, Pragmatic	0	1	0	0	N-vE198	437830	438420	590	300	0,5455	0,5085	0,526315789	290	D	D	D	D	D	D	D	D
22	N	N-mGe261	Conversation	438670	439170	500	short	Rt	Other, Pragmatic	0	1	0	0	N-vE199	438420	439443	1023	500	1	0,4888	0,656598818	250	D	A	D	A	D	A	D	A
22	N	N-mGe262	Conversation	439170	441610	2440	long	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE200	440708	441299	591	591	0,2422	1	0,389970307	-1538	A	D	A	D	A	D	A	D
22	N	N-mGe263	Conversation	449860	450370	510	short	Rt	Other, Pragmatic	0	1	0	0	N-vE205	449838	450858	1020	510	1	0,5	0,666666667	22	D	A	S	A	S	A	S	A
22	N	N-mGe264	Conversation	450370	451210	840	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE205	449838	450858	1020	488	0,581	0,4784	0,524731183	532	D	D	D	D	D	D	D	D
22	N	N-mGe265	Conversation	451770	452580	810	medium	Bh-dif	Depictive	0	0	1	0	N-vE207	451765	452060	295	290	0,358	0,9831	0,524886878	5	D	D	S	D	S	D	S	D
22	N	N-mGe266	Conversation	452580	452720	140	short	Rt	Depictive	0	0	1	0	N-vE208	452293	452891	598	140	1	0,2341	0,379403794	287	D	A	D	A	D	A	D	S
22	N	N-mGe267	Conversation	452720	453390	670	medium	Bh-sym	Depictive	0	0	1	0	N-vE209	452891	453966	1075	499	0,7448	0,4642	0,571919771	-171	A	A	A	A	A	A	S	A
22	N	N-mGe268	Conversation	453390	453710	320	short	Bh-sym	Depictive	0	0	1	0	N-vE209	452891	453966	1075	320	1	0,2977	0,458781362	499	D	A	D	A	D	A	D	A
22	N	N-mGe269	Conversation	453710	454920	1210	long	Bh-sym	Depictive	0	0	1	0	N-vE210	453966	455688	1722	954	0,7884	0,554	0,650750341	-256	A	A	A	A	A	A	A	A
22	N	N-mGe270	Conversation	471230	472110	880	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE216	471224	472430	1206	880	1	0,7297	0,843720039	6	D	A	S	A	S	A	S	A
22	N	N-mGe271	Conversation	472110	472320	210	short	Rt	Beat	1	0	0	0	N-vE216	471224	472430	1206	210	1	0,1741	0,29661017	886	D	A	D	A	D	A	D	S
22	N	N-mGe272	Conversation	472320	473460	1140	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE217	472430	473206	776	776	0,6807	1	0,810020877	-110	A	D	A	D	A	D	S	D
22	N	N-mGe273	Conversation	482290	482860	570	short	Bh-sym	Depictive	0	0	1	0	N-vE223	482327	483653	1326	533	0,9351	0,402	0,562236287	-37	A	A	S	A	S	A	S	A
22	N	N-mGe274	Conversation	482860	484300	1440	long	Bh-sym	Depictive	0	0	1	0	N-vE223	482327	483653	1326	793	0,5507	0,598	0,573391179	533	D	D	D	D	D	D	D	D
22	N	N-mGe275	Conversation	490220	491280	1060	medium	Bh-sym	Depictive	0	0	1	0	N-vE227	490490	492170	1680	790	0,7453	0,4702	0,576642336	-270	A	A	A	A	A	A	A	A
22	N	N-mGe276	Conversation	491280	492730	1450	long	Bh-sym	Depictive	0	0	1	0	N-vE227	490490	492170	1680	890	0,6138	0,5298	0,568690096	790	D	D	D	D	D	D	D	D
22	N	N-mGe277	Conversation	502200	503400	1200	long	Bh-sym	Depictive	0	0	1	0	N-vE233	502384	503650	1266	1016	0,8467	0,8025	0,824006488	-184	A	A	A	A	A	A	S	A
22	N	N-mGe278	Conversation	503400	504000	600	medium	Lt	Other, Pragmatic	0	1	0	0	N-vE233	502384	503650	1266	250	0,4167	0,1975	0,267952841	1016	D	D	D	D	D	D	D	D
22	N	N-mGe279	Conversation	505430	506410	980	medium	Lt	Other, Pragmatic	0	1	0	0	N-vE235	504931	506574	1643	980	1	0,5965	0,747235989	499	D	A	D	A	D	A	D	S
22	N	N-mGe280	Conversation	506410	507510	1100	medium	Bh-sym	Depictive	0	0	1	0	N-vE236	507213	508926	1713	297	0,27	0,1734	0,21116246	-803	A	A	A	A	A	A	A	A
22	N	N-mGe281	Conversation	507510	507960	450	short	Bh-sym	Depictive	0	0	1	0	N-vE236	507213	508926	1713	450	1	0,2627	0,416088766	297	D	A	D	A	D	A	D	A
22	N	N-mGe282	Conversation	507960	508250	290	short	Bh-sym	Depictive	0	0	1	0	N-vE236	507213	508926	1713	290	1	0,1693	0,289565652	747	D	A	D	A	D	A	D	A
22	N	N-mGe283	Conversation	508250	509260	1010	medium	Bh-sym	Depictive	0	0	1	0	N-vE236	507213	508926	1713	676	0,6693	0,3946	0,496511201	1037	D	D	D	D	D	D	D	D
22	N	N-mGe284	Conversation	509260	510290	1030	medium	Bh-sym	Depictive	0	0	1	0	N-vE238	509658	510251	593	593	0,5757	1	0,730745533	-398	A	D	A	S	A	S	A	S
22	N	N-mGe285	Conversation	510290	510570	280	short	Rt	Other, Pragmatic	0	1	0	0	N-vE239	510351	510539	188	188	0,6714	1	0,803418803	-61	A	D	A	S	S	S	S	S
22	N	N-mGe286	Conversation	510570	510960	390	short	Rt	Other, Pragmatic	0	1	0	0	N-vE241	510694	511978	1284	266	0,6821	0,2072	0,317801673	-124	A	A	A	A	A	A	S	A
22	N	N-mGe287	Conversation	510960	511590	630	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE241	510694	511978	1284	630	1	0,4907	0,65830721	266	D	A	D	A	D	A	D	A
22	N	N-mGe288	Conversation	511590	512640	1050	medium	Bh-sym	Depictive	0	0	1	0	N-vE242	511978	513688	1710	662	0,6305	0,3871	0,479710145	-388	A	A	A	A	A	A	A	A
22	N	N-mGe289	Conversation	512640	513240	600	medium	Bh-sym	Depictive	0	0	1	0	N-vE242	511978	513688	1710	600	1	0,3509	0,51948052	662	D	A	D	A	D	A	D	A
22	N	N-mGe290	Conversation	513240	513980	740	medium	Rt	Pointing, Pragmatic	0	1	0	1	N-vE242	511978	513688	1710	448	0,6054	0,262	0,365714286	1262	D	D	D	D	D	D	D	D
22	N	N-mGe291	Conversation	513980	514320	340	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE243	513688	515358	1670	340	1	0,2036	0,338308458	292	D	A	D	A	D	A	D	A
22	N	N-mGe292	Conversation	514320	515350	1030	medium	Rt	Pointing, Pragmatic	0	1	0	1	N-vE243	513688	515358	1670	1030	1	0,6168	0,762962963	632	D	A	D	S	D	S	D	S
22	N	N-mGe293	Conversation	515350	515760	410	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE244	515584	516544	960	176	0,4293	0,1833	0,256934307	-234	A	A	A	A	A	A	A	A
22	N	N-mGe294	Conversation	515760	516210	450	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE244	515584	516544	960	450	1	0,4688	0,638297872	176	D	A	D	A	D	A	S	A
22	N	N-mGe295	Conversation	516210	516410	200	short	Rt	Pointing, Pragmatic	0	1	0	1	N-vE244	515584	516544	960	200	1	0,2083	0,344827586	626	D	A	D	A	D	A	D	S
22	N	N-mGe296	Conversation	516410	516740	330	short	Rt	Other, Pragmatic	0	1	0	0	N-vE245	516544	517644	1100	196	0,5939	0,1782	0,274125874	-134	A	A	A	A	A	A	S	A
22	N	N-mGe297	Conversation	516740	517090	350	short	Rt	Other, Pragmatic	0	1	0	0	N-vE245	516544	517644	1100	350	1	0,3182	0,482758621	196	D	A	D	A	D	A	S	A
22	N	N-mGe298	Conversation	517090	518040	950	medium	Bh-sym	Depictive	0	0	1	0	N-vE245	516544	517644	1100	554	0,5832	0,5036	0,540487805	546	D	D	D	D	D	D	D	D
22	N	N-mGe299	Conversation	518040	518500	460	short	Bh-sym	Depictive	0	0	1	0	N-vE246	517644	519070	1426	460	1	0,3226	0,487804878	396	D	A	D	A	D	A	D	A
22	N	N-mGe300	Conversation	518500	518970	470	short	Bh-sym	Depictive	0	0	1	0	N-vE246	517644	519070	1426	470	1	0,3296	0,495780591	856	D	A	D	A	D	S	D	S
22	N	N-mGe301	Conversation	518970	519290	320	short	Bh-sym	Depictive	0	0	1	0	N-vE247	519070	520074	1004	220	0,6875	0,2191	0,332326284	-100	A	A	A	A	S	A	S	A
22	N	N-mGe302	Conversation	519290	520380	1090	medium	Bh-sym	Depictive	0	0	1	0	N-vE247	519070	520074	1004	784	0,7193	0,7809	0,748806113	220	D	D	D	D	D	D	D	D
22	N	N-mGe303	Conversation	521530	522760	1230	long	Bh-sym	Depictive	0	0	1	0	N-vE249	522076	523610	1534	684	0,5561	0,4459	0,494934878	-546	A	A	A	A	A	A	A	A
22	N	N-mGe304	Conversation	522760	523360	600	medium	Bh-sym	Depictive	0	0	1	0	N-vE249	522076	523610	1534	600	1	0,3911	0,562324274	684	D	A	D	A	D	A	D	A
22	N	N-mGe305	Conversation	523360	525030	1670	long	Bh-sym	Depictive	0	0	1	0	N-vE250	523610	525028	1418	1418	0,8491	1	0,918393782	-250	A	D	A	S	A	S	A	S
22	N	N-mGe306	Conversation	525030	525830	800	medium	Bh-sym	Depictive	0	0	1	0	N-vE251	525028	526198	1170	800	1	0,6838	0,812182741	2	D	A	S	A	S	A	S	A
22	N	N-mGe307	Conversation	525830	526150	320	short	Bh-sym	Depictive	0	0	1	0	N-vE251	525028	526198	1170	320	1	0,2735	0,429530202	802	D	A	D	S	D	S	D	S
22	N	N-mGe308	Conversation	526150	527240	1090	medium	Bh-sym	Depictive	0	0	1	0	N-vE252	526535	528280	1745	705	0,6468	0,404	0,497354498	-385	A	A	A	A	A	A	A	A
22	N	N-mGe309	Conversation	527240	528070	830	medium	Bh-sym	Depictive	0	0	1	0	N-vE252	526535	528280	1745	830	1	0,4756	0,644660194	705	D	A	D	A	D	A	D	A
22	N	N-mGe310	Conversation	528070	528790	720	medium	Bh-dif	Depictive	0	0	1	0	N-vE253	528280	529427	1147	510	0,7083	0,4446	0,546331012	-210	A	A	A	A	A	A	A	A
22	N	N-mGe311	Conversation	528790	529220	430	short	Bh-dif	Depictive	0	0	1	0	N-vE253	528280	529427	1147	430	1	0,3749	0,545339252	510	D	A	D	A	D	A	D	A
22	N	N-mGe312	Conversation	529220	529450	230	short	Bh-dif	Depictive	0	0	1	0	N-vE253	528280	529427	1147	207	0,9	0,1805	0,300653595	940	D	D	D	S	D	S	D	S
22	N	N-mGe313	Conversation	529450	530290	840	medium	Bh-sym	Depictive	0	0	1	0	N-vE254	529649	530687	1038	641	0,7631	0,6175	0,682641108	-199	A	A	A	A	A	A	S	A
22	N	N-mGe314	Conversation	530290	530570	280	short	Bh-sym	Depictive	0	0	1	0	N-vE254	529649	530687	1038	280	1	0,2697	0,424886191	641	D	A	D	A	D	A	D	S
22	N	N-mGe315	Conversation	530570	532350	1780	long	Bh-sym	Depictive	0	0	1	0	N-vE255	531299	532628	1329	1051	0,5904	0,7908	0,676101641	-729	A	A	A	A	A	A	A	A
22	N	N-mGe316	Conversation	532350	532940	590	medium	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE256	532628	533220	592	312	0,5288	0,527	0,527918782	-278	A	A	A	A	A	A	A	A
22	N	N-mGe317	Conversation	532940	533330	390	short	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE256	532628	533220	592	280	0,7179	0,473	0,570264766	312	D	D	D	D	D	D	D	S
22	N	N-mGe318	Conversation	533330	533770	440	short	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE257	533297	534236	939	440	1	0,4686	0,638143583	33	D	A	S	A	S	A	S	A
22	N	N-mGe319	Conversation	533770	535190	1420	long	Bh-sym	Depictive	0	0	1	0	N-vE258	534236	535790	1554	954	0,6718	0,6139	0,641560189	-466	A	A	A	A	A	A	A	A
22	N	N-mGe320	Conversation	535190	536500	1310	long	Bh-sym	Depictive	0	0	1	0	N-vE258	534236	535790	1554	600	0,458	0,3861	0,418994413	954	D	D	D	D	D	D	D	D
22	N	N-mGe321	Conversation	536500	536990	490	short	Bh-sym	Depictive	0	0	1	0	N-vE259	536094	537110	1016	490	1	0,4823	0,650730412	406	D	A	D	A	D	A	D	S
22	N	N-mGe322	Conversation	536990	538510	1520	long	Bh-sym	Depictive	0	0	1	0	N-vE260	537110	538374	1264	1264	0,8316	1	0,908045977	-120	A	D	A	D	A	D	S	S
22	N	N-mGe323	Conversation	550410	550840	430	short	Rt	Other, Pragmatic	0	1	0	0	N-vE266	550605	550814	209	209	0,486	1	0,654147105	-195	A	D	A	S	A	S	S	S
22	N	N-mGe324	Conversation	550840	551850	1010	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE268	551161	551832	671	671	0,6644	1	0,798334325	-321	A	D	A	S	A	S	A	S
22	N	N-mGe325	Conversation	555310	557340	2030	long	Lt	Pointing	0	0	0	1	N-vE269	555329	556298	969	969	0,4773	1	0,646215405	-19	A	D	S	D	S	D	S	D
22	N	N-mGe326	Conversation	558090	558980	890	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE270	558033	560482	2449	890	1	0,3634	0,533093741	57	D	A	D	A	S	A	S	A
22	N	N-mGe327	Conversation	558980	559240	260	short	Rt	Other, Pragmatic	0	1	0	0	N-vE270	558033	560482	2449	260	1	0,1062	0,19195275	947	D	A	D	A	D	A	D	A
22	N	N-mGe328	Conversation	559240	561100	1860	long	Rt	Other, Pragmatic	0	1	0	0	N-vE270	558033	560482	2449	1242	0,6677	0,5071	0,576467858	1207	D	D	D	D	D	D	D	D
22	N	N-mGe329	Conversation	590670	591930	1260	long	Rt	Other, Pragmatic	0	1	0	0	N-vE275	590629	592509	1880	1260	1	0,6702	0,802547771	41	D	A	S	A	S	A	S	A
22	N	N-mGe330	Conversation	612840	614590	1750	long	Bh-sym	Depictive	0	0	1	0	N-vE282	613323	614947	1624	1267	0,724	0,7802	0,751037345	-483	A	A	A	A	A	A	A	A
22	N	N-mGe331	Conversation	614590	615330	740	medium	Bh-sym	Depictive	0	0	1	0	N-vE282	613323	614947	1624	357	0,4824	0,2198	0,302030457	1267	D	D	D	D	D	D	D	D
22	N	N-mGe332	Conversation	615330	616050	720	medium	Bh-sym	Depictive, Pragmatic	0	1	1	0	N-vE283	615371	616761	1390	679	0,9431	0,4885	0,643601896	-41	A	A	S	A	S	A	S	A
22	N	N-mGe333	Conversation	616050	616390	340	short	Bh-sym	Depictive, Pragmatic	0	1	1	0	N-vE283	615371	616761	1390	340	1	0,2446	0,393063584	679	D	A	D	A	D	A	D	A
22	N	N-mGe334	Conversation	616390	617030	640	medium	Bh-sym	Depictive, Pragmatic	0	1	1	0	N-vE283	615371	616761	1390	371	0,5797	0,2669	0,365517242	1019	D	D	D	D	D	D	D	D
22	N	N-mGe335	Conversation	617030	617480	450	short	Bh-sym	Depictive, Pragmatic	0	1	1	0	N-vE284	616761	617583	822	450	1	0,5474	0,70754717	269	D	A	D	A	D	A	D	S
22	N	N-mGe336	Conversation	617480	617970	490	short	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE285	617583	618542	959	387	0,7898	0,4035	0,534161491	-103	A	A	A	A	A	A	S	A
22	N	N-mGe337	Conversation	617970	618560	590	medium	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE285	617583	618542	959	572	0,9695	0,5965	0,738540994	387	D	D	D	S	D	S	D	S
22	N	N-mGe338	Conversation	618560	618750	190	short	Bh-id	Other, Pragmatic	0	1	0	0	N-vE286	618542	619870	1328	190	1	0,1431	0,250329381	18	D	A	S	A	S	A	S	A
22	N	N-mGe339	Conversation	618750	618890	140	short	Bh-dif	Other, Pragmatic	0	1	0	0	N-vE286	618542	619870	1328	140	1	0,1054	0,190735695	208	D	A	D	A	D	A	D	A
22	N	N-mGe340	Conversation	618890	619160	270	short	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE286	618542	619870	1328	270	1	0,2033	0,337922403	348	D	A	D	A	D	A	D	A
22	N	N-mGe341	Conversation	619160	620720	1560	long	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE286	618542	619870	1328	710	0,4551	0,5346	0,491689751	618	D	D	D	D	D	D	D	D
22	N	N-mGe342	Conversation	640050	641640	1590	long	Rt	Pointing	0	0	0	1	N-vE290	640680	641715	1035	960	0,6038	0,9275	0,731428572	-630	A	A	A	A	A	S	A	S
22	N	N-mGe343	Conversation	641640	642290	650	medium	Rt	Pointing, Pragmatic	0	1	0	1	N-vE291	641715	642783	1068	575	0,8846	0,5384	0,669383004	-75	A	A	A	A	S	A	S	A
22	N	N-mGe344	Conversation	642290	642770	480	short	Rt	Beat	1	0	0	0	N-vE291	641715	642783	1068	480	1	0,4494	0,620155039	575	D	A	D	S	D	S	D	S
22	N	N-mGe345	Conversation	642770	643560	790	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE292	642783	643677	894	777	0,9835	0,8691	0,922802851	-13	A	A	S	A	S	A	S	S
22	N	N-mGe346	Conversation	643560	644290	730	medium	Rt	Other, Pragmatic	0	1	0	0	N-vE294	643980	644340	360	310	0,4247	0,8611	0,568807339	-420	A	A	A	S	A	S	A	S
22	N	N-mGe347	Conversation	644290	646340	2050	long	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE295	644340	646010	1670	1670	0,8146	1	0,897849462	-50	A	D	S	D	S	D	S	D
22	N	N-mGe348	Conversation	646340	648010	1670	long	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE296	646430	647650	1220	1220	0,7305	1	0,844290657	-90	A	D	A	D	S	D	S	D
22	N	N-mGe349	Conversation	674320	675090	770	medium	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE303	674428	675248	820	662	0,8597	0,8073	0,832704403	-108	A	A	A	A	A	A	S	S
22	N	N-mGe350	Conversation	675090	675730	640	medium	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE304	675248	676428	1180	482	0,7531	0,4085	0,52967033	-158	A	A	A	A	A	A	S	A
22	N	N-mGe351	Conversation	675730	676400	670	medium	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE304	675248	676428	1180	670	1	0,5678	0,724324324	482	D	A	D	S	D	S	D	S
22	N	N-mGe352	Conversation	676400	676900	500	short	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE305	676428	677506	1078	472	0,944	0,4378	0,598225602	-28	A	A	S	A	S	A	S	A
22	N	N-mGe353	Conversation	676900	677450	550	short	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE305	676428	677506	1078	550	1	0,5102	0,675675676	472	D	A	D	A	D	S	D	S
22	N	N-mGe354	Conversation	677450	679020	1570	long	Bh-sym	Other, Pragmatic	0	1	0	0	N-vE306	677898	678728	830	830	0,5287	1	0,691666666	-448	A	D	A	D	A	D	A	D
22	N	N-mGe355	Conversation	696680	697530	850	medium	Rt	Pointing	0	0	0	1	N-vE310	696873	698143	1270	657	0,7729	0,5173	0,619811321	-193	A	A	A	A	A	A	S	A
22	N	N-mGe356	Conversation	697530	698300	770	medium	Rt	Pointing	0	0	0	1	N-vE310	696873	698143	1270	613	0,7961	0,4827	0,600980392	657	D	D	D	D	D	D	D	S
22	N	N-mGe357	Conversation	698300	698660	360	short	Rt	Beat	1	0	0	0	N-vE311	698423	700343	1920	237	0,6583	0,1234	0,207894737	-123	A	A	A	A	A	A	S	A
22	N	N-mGe358	Conversation	698660	698950	290	short	Rt	Beat	1	0	0	0	N-vE311	698423	700343	1920	290	1	0,151	0,262443439	237	D	A	D	A	D	A	D	A
22	N	N-mGe359	Conversation	698950	699590	640	medium	Rt	Depictive	0	0	1	0	N-vE311	698423	700343	1920	640	1	0,3333	0,5	527	D	A	D	A	D	A	D	A
22	N	N-mGe360	Conversation	699590	700530	940	medium	Rt	Depictive	0	0	1	0	N-vE311	698423	700343	1920	753	0,8011	0,3922	0,526573427	1167	D	D	D	D	D	D	D	S
22	N	N-mGe361	Conversation	714560	714970	410	short	Rt	Other, Pragmatic	0	1	0	0	N-vE318	714722	715569	847	248	0,6049	0,2928	0,394590295	-162	A	A	A	A	A	A	S	A
22	N	N-mGe362	Conversation	714970	715480	510	short	Rt	Other, Pragmatic	0	1	0	0	N-vE318	714722	715569	847	510	1	0,6021	0,75165807	248	D	A	D	A	D	S	D	S
22	R	R-mGe001	Conversation	414590	415740	1150	medium	Bh-dif	Pointing, Pragmatic	0	1	0	1	R-vE011	414819	415836	1017	921	0,8009	0,9056	0,850023074	-229	A	A	A	A	A	S	A	S
22	R	R-mGe002	Conversation	459070	459650	580	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE016	458653	461908	3255	580	1	0,1782	0,302477184	417	D	A	D	A	D	A	D	A
22	R	R-mGe003	Conversation	459650	460230	580	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE016	458653	461908	3255	580	1	0,1782	0,302477184	997	D	A	D	A	D	A	D	A
22	R	R-mGe004	Conversation	460230	460530	300	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE016	458653	461908	3255	300	1	0,0922	0,168776371	1577	D	A	D	A	D	A	D	A
22	R	R-mGe005	Conversation	460530	461560	1030	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE016	458653	461908	3255	1030	1	0,3164	0,480746791	1877	D	A	D	A	D	A	D	A
22	R	R-mGe006	Conversation	498870	499180	310	short	Rt	Other, Pragmatic	0	1	0	0	R-vE018	497023	499590	2567	310	1	0,1208	0,215502259	1847	D	A	D	A	D	A	D	A
22	R	R-mGe007	Conversation	537630	538030	400	short	Lt	Beat	1	0	0	0	R-vE023	537050	538630	1580	400	1	0,2532	0,404040404	580	D	A	D	A	D	A	D	A
22	R	R-mGe008	Conversation	542380	543710	1330	long	Rt	Depictive	0	0	1	0	R-vE026	542478	542688	210	210	0,1579	1	0,272727272	-98	A	D	A	D	S	D	S	D
22	R	R-mGe009	Conversation	543710	544730	1020	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE027	543622	544657	1035	947	0,9284	0,915	0,921654502	88	D	D	D	D	S	S	S	S
22	R	R-mGe010	Conversation	602180	602860	680	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE037	602052	603012	960	680	1	0,7083	0,829268293	128	D	A	D	A	D	A	S	S
22	R	R-mGe011	Conversation	655360	656080	720	medium	Rt	Depictive, Pragmatic	0	1	1	0	R-vE047	655252	656026	774	666	0,925	0,8605	0,891566265	108	D	D	D	D	D	S	S	S
22	R	R-mGe012	Conversation	656080	656400	320	short	Rt	Other, Pragmatic	0	1	0	0	R-vE048	656026	657628	1602	320	1	0,1998	0,332986472	54	D	A	D	A	S	A	S	A
22	R	R-mGe013	Conversation	656400	657270	870	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE048	656026	657628	1602	870	1	0,5431	0,703883495	374	D	A	D	A	D	A	D	A
22	R	R-mGe014	Conversation	658140	660500	2360	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE050	658634	659731	1097	1097	0,4648	1	0,634654324	-494	A	D	A	D	A	D	A	D
22	R	R-mGe015	Retelling	787200	788720	1520	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE075	787022	788784	1762	1520	1	0,8627	0,926264473	178	D	A	D	A	D	S	S	S
22	R	R-mGe016	Retelling	791920	792630	710	medium	Rt	Depictive	0	0	1	0	R-vE077	791589	793548	1959	710	1	0,3624	0,53203447	331	D	A	D	A	D	A	D	A
22	R	R-mGe017	Retelling	792630	793690	1060	medium	Bh-sym	Depictive	0	0	1	0	R-vE077	791589	793548	1959	918	0,866	0,4686	0,608148394	1041	D	D	D	D	D	D	D	S
