record	partRole	gestureID	stage	gStartTime	gEndTime	gDuration	lenType	handedness	gFunction	isBeat	isPragmatic	isDepictive	isPointing	eduID	eStartTime	eEndTime	eDuration	maxIntersection	P	R	HM	sDifference	sCoord0	eCoord0	sCoord50	eCoord50	sCoord100	eCoord100	sCoord200	eCoord200
4	R	R-mGe179	Conversation	888220	889560	1340	long	Bh-sym	Depictive	0	0	1	0	R-vE204	886685	890135	3450	1340	1	0,3884	0,559498956	1535	D	A	D	A	D	A	D	A
4	R	R-mGe180	Conversation	889560	889850	290	short	Lt	Depictive	0	0	1	0	R-vE204	886685	890135	3450	290	1	0,0841	0,155080214	2875	D	A	D	A	D	A	D	A
4	R	R-mGe181	Conversation	913000	913360	360	short	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE211	913177	913527	350	183	0,5083	0,5229	0,515492958	-177	A	A	A	A	A	A	S	S
4	R	R-mGe182	Conversation	913360	913670	310	short	Bh-dif	Depictive, Pragmatic	0	1	1	0	R-vE211	913177	913527	350	167	0,5387	0,4771	0,506060606	183	D	D	D	D	D	D	S	S
4	R	R-mGe183	Conversation	913670	914180	510	short	Bh-sym	Depictive	0	0	1	0	R-vE212	913527	915157	1630	510	1	0,3129	0,476635514	143	D	A	D	A	D	A	S	A
4	R	R-mGe184	Conversation	914180	915270	1090	medium	Bh-sym	Depictive	0	0	1	0	R-vE212	913527	915157	1630	977	0,8963	0,5994	0,718382353	653	D	D	D	D	D	D	D	S
4	R	R-mGe185	Conversation	915270	916970	1700	long	Rt	Depictive	0	0	1	0	R-vE213	915157	916777	1620	1507	0,8865	0,9302	0,907831325	113	D	D	D	D	D	D	S	S
4	R	R-mGe186	Conversation	916970	918110	1140	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE214	917199	918327	1128	911	0,7991	0,8076	0,80335097	-229	A	A	A	A	A	A	A	A
4	R	R-mGe187	Conversation	923570	925140	1570	long	Rt	Depictive	0	0	1	0	R-vE218	923919	925124	1205	1205	0,7675	1	0,868468469	-349	A	D	A	S	A	S	A	S
4	R	R-mGe188	Conversation	925140	925710	570	short	Rt	Other, Pragmatic	0	1	0	0	R-vE219	925234	925504	270	270	0,4737	1	0,642857143	-94	A	D	A	D	S	D	S	D
4	R	R-mGe189	Conversation	930690	931040	350	short	Lt	Beat	1	0	0	0	R-vE223	930704	931954	1250	336	0,96	0,2688	0,42	-14	A	A	S	A	S	A	S	A
4	R	R-mGe190	Conversation	931040	931950	910	medium	Lt	Beat	1	0	0	0	R-vE223	930704	931954	1250	910	1	0,728	0,842592593	336	D	A	D	S	D	S	D	S
4	R	R-mGe191	Conversation	943950	945630	1680	long	Bh-dif	Depictive, Pragmatic	0	1	1	0	R-vE228	944033	945248	1215	1215	0,7232	1	0,839378238	-83	A	D	A	D	S	D	S	D
4	R	R-mGe192	Conversation	945630	946350	720	medium	Bh-sym	Depictive	0	0	1	0	R-vE229	945561	946112	551	482	0,6694	0,8748	0,758457907	69	D	D	D	D	S	D	S	D
4	R	R-mGe193	Conversation	946350	947210	860	medium	Bh-sym	Depictive	0	0	1	0	R-vE230	946398	948748	2350	812	0,9442	0,3455	0,505919004	-48	A	A	S	A	S	A	S	A
4	R	R-mGe194	Conversation	947210	948330	1120	medium	Bh-dif	Depictive	0	0	1	0	R-vE230	946398	948748	2350	1120	1	0,4766	0,645533142	812	D	A	D	A	D	A	D	A
4	R	R-mGe195	Conversation	948330	950420	2090	long	Rt	Depictive	0	0	1	0	R-vE230	946398	948748	2350	418	0,2	0,1779	0,188288289	1932	D	D	D	D	D	D	D	D
4	R	R-mGe196	Conversation	977230	978430	1200	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE238	976810	978091	1281	861	0,7175	0,6721	0,69407497	420	D	D	D	D	D	D	D	D
4	R	R-mGe197	Conversation	979010	980060	1050	medium	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE239	979776	982640	2864	284	0,2705	0,0992	0,145120082	-766	A	A	A	A	A	A	A	A
4	R	R-mGe198	Conversation	980060	980440	380	short	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE239	979776	982640	2864	380	1	0,1327	0,234278668	284	D	A	D	A	D	A	D	A
4	R	R-mGe199	Conversation	980440	980960	520	short	Bh-sym	Depictive, Pragmatic	0	1	1	0	R-vE239	979776	982640	2864	520	1	0,1816	0,307328605	664	D	A	D	A	D	A	D	A
4	R	R-mGe200	Conversation	980960	982070	1110	medium	Bh-sym	Depictive, Pragmatic	0	1	1	0	R-vE239	979776	982640	2864	1110	1	0,3876	0,558631102	1184	D	A	D	A	D	A	D	A
4	R	R-mGe201	Conversation	982070	984540	2470	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE239	979776	982640	2864	570	0,2308	0,199	0,213723285	2294	D	D	D	D	D	D	D	D
4	R	R-mGe202	Conversation	1017310	1018270	960	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE249	1017472	1019122	1650	798	0,8313	0,4836	0,611494253	-162	A	A	A	A	A	A	S	A
4	R	R-mGe203	Conversation	1018270	1019090	820	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE249	1017472	1019122	1650	820	1	0,497	0,663967612	798	D	A	D	S	D	S	D	S
4	R	R-mGe204	Conversation	1019090	1019720	630	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE250	1019122	1020522	1400	598	0,9492	0,4271	0,589162562	-32	A	A	S	A	S	A	S	A
4	R	R-mGe205	Conversation	1019720	1021750	2030	long	Rt	Other, Pragmatic	0	1	0	0	R-vE250	1019122	1020522	1400	802	0,3951	0,5729	0,467638485	598	D	D	D	D	D	D	D	D
4	R	R-mGe206	Conversation	1022510	1023160	650	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE251	1023312	1024930	1618	-152	-0,2338	-0,0939	-0,134038801	-802	A	A	A	A	A	A	A	A
4	R	R-mGe207	Conversation	1023160	1023540	380	short	Rt	Other, Pragmatic	0	1	0	0	R-vE251	1023312	1024930	1618	228	0,6	0,1409	0,228228228	-152	A	A	A	A	A	A	S	A
4	R	R-mGe208	Conversation	1023540	1024100	560	short	Lt	Other, Pragmatic	0	1	0	0	R-vE251	1023312	1024930	1618	560	1	0,3461	0,514233242	228	D	A	D	A	D	A	D	A
4	R	R-mGe209	Conversation	1024100	1024370	270	short	Rt	Other, Pragmatic	0	1	0	0	R-vE251	1023312	1024930	1618	270	1	0,1669	0,286016949	788	D	A	D	A	D	A	D	A
4	R	R-mGe210	Conversation	1024370	1024900	530	short	Bh-id	Other, Pragmatic	0	1	0	0	R-vE251	1023312	1024930	1618	530	1	0,3276	0,493482309	1058	D	A	D	S	D	S	D	S
4	R	R-mGe211	Conversation	1024900	1025330	430	short	Bh-sym	Depictive	0	0	1	0	R-vE252	1024930	1026488	1558	400	0,9302	0,2567	0,402414487	-30	A	A	S	A	S	A	S	A
4	R	R-mGe212	Conversation	1025330	1027070	1740	long	Bh-sym	Depictive	0	0	1	0	R-vE252	1024930	1026488	1558	1158	0,6655	0,7433	0,702243784	400	D	D	D	D	D	D	D	D
4	R	R-mGe213	Conversation	1027070	1028330	1260	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE253	1027012	1028212	1200	1142	0,9063	0,9517	0,928455285	58	D	D	D	D	S	D	S	S
4	R	R-mGe214	Conversation	1028330	1029340	1010	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE255	1028919	1030118	1199	421	0,4168	0,3511	0,381167949	-589	A	A	A	A	A	A	A	A
4	R	R-mGe215	Conversation	1029340	1029720	380	short	Lt	Other, Pragmatic	0	1	0	0	R-vE255	1028919	1030118	1199	380	1	0,3169	0,48131729	421	D	A	D	A	D	A	D	A
4	R	R-mGe216	Conversation	1029720	1030620	900	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE255	1028919	1030118	1199	398	0,4422	0,3319	0,379228204	801	D	D	D	D	D	D	D	D
4	R	R-mGe217	Conversation	1030620	1031860	1240	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE257	1030802	1031406	604	604	0,4871	1	0,655097614	-182	A	D	A	D	A	D	S	D
4	R	R-mGe218	Conversation	1031860	1034570	2710	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE258	1032462	1033482	1020	1020	0,3764	1	0,54691689	-602	A	D	A	D	A	D	A	D
4	R	R-mGe219	Conversation	1054800	1055810	1010	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE260	1054257	1055793	1536	993	0,9832	0,6465	0,780047133	543	D	D	D	S	D	S	D	S
4	R	R-mGe220	Conversation	1055810	1056430	620	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE260	1054257	1055793	1536	-17	-0,0274	-0,0111	-0,015769945	1553	D	D	D	D	D	D	D	D
4	R	R-mGe221	Conversation	1056430	1057130	700	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE261	1057171	1057582	411	-41	-0,0586	-0,0998	-0,073807381	-741	A	A	A	A	A	A	A	A
4	R	R-mGe222	Conversation	1057130	1057780	650	medium	Rt	Depictive	0	0	1	0	R-vE261	1057171	1057582	411	411	0,6323	1	0,77474081	-41	A	D	S	D	S	D	S	S
4	R	R-mGe223	Conversation	1057780	1058620	840	medium	Bh-dif	Depictive	0	0	1	0	R-vE262	1057721	1058581	860	801	0,9536	0,9314	0,942352942	59	D	D	D	S	S	S	S	S
4	R	R-mGe224	Conversation	1058620	1060050	1430	long	Rt	Depictive	0	0	1	0	R-vE262	1057721	1058581	860	-39	-0,0273	-0,0453	-0,034061135	899	D	D	D	D	D	D	D	D
4	R	R-mGe225	Conversation	1061260	1061630	370	short	Lt	Other, Pragmatic	0	1	0	0	R-vE263	1061393	1062643	1250	237	0,6405	0,1896	0,292592593	-133	A	A	A	A	A	A	S	A
4	R	R-mGe226	Conversation	1061630	1062860	1230	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE263	1061393	1062643	1250	1013	0,8236	0,8104	0,816935484	237	D	D	D	D	D	D	D	D
4	R	R-mGe227	Conversation	1064380	1065920	1540	long	Rt	Pointing, Pragmatic	0	1	0	1	R-vE264	1064471	1065265	794	794	0,5156	1	0,680377035	-91	A	D	A	D	S	D	S	D
4	R	R-mGe228	Retelling	1107870	1108670	800	medium	Bh-dif	Depictive, Pragmatic	0	1	1	0	R-vE270	1107240	1109297	2057	800	1	0,3889	0,560028002	630	D	A	D	A	D	A	D	A
4	R	R-mGe229	Retelling	1108670	1109290	620	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE270	1107240	1109297	2057	620	1	0,3014	0,46320508	1430	D	A	D	S	D	S	D	S
4	R	R-mGe230	Retelling	1109290	1110470	1180	medium	Bh-id	Other, Pragmatic	0	1	0	0	R-vE271	1109297	1110665	1368	1173	0,9941	0,8575	0,920722135	-7	A	A	S	A	S	A	S	S
4	R	R-mGe231	Retelling	1110470	1111410	940	medium	Bh-id	Other, Pragmatic	0	1	0	0	R-vE272	1110665	1112355	1690	745	0,7926	0,4408	0,566539924	-195	A	A	A	A	A	A	S	A
4	R	R-mGe232	Retelling	1111660	1112040	380	short	Lt	Other, Pragmatic	0	1	0	0	R-vE272	1110665	1112355	1690	380	1	0,2249	0,367149758	995	D	A	D	A	D	A	D	A
4	R	R-mGe233	Retelling	1112040	1112560	520	short	Lt	Other, Pragmatic	0	1	0	0	R-vE272	1110665	1112355	1690	315	0,6058	0,1864	0,285067874	1375	D	D	D	D	D	D	D	D
4	R	R-mGe234	Retelling	1115550	1116110	560	short	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE275	1115362	1116509	1147	560	1	0,4882	0,656121851	188	D	A	D	A	D	A	S	A
4	R	R-mGe235	Retelling	1116110	1116840	730	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE275	1115362	1116509	1147	399	0,5466	0,3479	0,42514651	748	D	D	D	D	D	D	D	D
4	R	R-mGe236	Retelling	1116840	1117290	450	short	Rt	Other, Pragmatic	0	1	0	0	R-vE275	1115362	1116509	1147	-331	-0,7356	-0,2886	-0,414527239	1478	D	D	D	D	D	D	D	D
4	R	R-mGe237	Retelling	1117290	1117540	250	short	Lt	Other, Pragmatic	0	1	0	0	R-vE276	1118005	1119565	1560	-465	-1,86	-0,2981	-0,513812155	-715	A	A	A	A	A	A	A	A
4	R	R-mGe238	Retelling	1117540	1121080	3540	long	Rt	Other, Pragmatic	0	1	0	0	R-vE276	1118005	1119565	1560	1560	0,4407	1	0,611764706	-465	A	D	A	D	A	D	A	D
4	R	R-mGe239	Retelling	1121080	1121760	680	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE278	1120963	1122549	1586	680	1	0,4288	0,600176523	117	D	A	D	A	D	A	S	A
4	R	R-mGe240	Retelling	1121760	1122840	1080	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE278	1120963	1122549	1586	789	0,7306	0,4975	0,591897975	797	D	D	D	D	D	D	D	D
4	R	R-mGe241	Retelling	1122840	1123260	420	short	Lt	Other, Pragmatic	0	1	0	0	R-vE279	1122549	1123545	996	420	1	0,4217	0,593220339	291	D	A	D	A	D	A	D	A
4	R	R-mGe242	Retelling	1123260	1123470	210	short	Rt	Other, Pragmatic	0	1	0	0	R-vE279	1122549	1123545	996	210	1	0,2108	0,348258707	711	D	A	D	A	D	S	D	S
4	R	R-mGe243	Retelling	1123470	1123800	330	short	Rt	Other, Pragmatic	0	1	0	0	R-vE280	1123545	1124135	590	255	0,7727	0,4322	0,554347827	-75	A	A	A	A	S	A	S	A
4	R	R-mGe244	Retelling	1123800	1124690	890	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE281	1124245	1124670	425	425	0,4775	1	0,646387833	-445	A	D	A	S	A	S	A	S
4	R	R-mGe245	Retelling	1130020	1131210	1190	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE284	1128865	1131154	2289	1134	0,9529	0,4954	0,651911469	1155	D	D	D	D	D	S	D	S
4	R	R-mGe246	Retelling	1131210	1132150	940	medium	Bh-dif	Pointing, Pragmatic	0	1	0	1	R-vE285	1131154	1132865	1711	940	1	0,5494	0,709166353	56	D	A	D	A	S	A	S	A
4	R	R-mGe247	Retelling	1132150	1132640	490	short	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE285	1131154	1132865	1711	490	1	0,2864	0,445252158	996	D	A	D	A	D	A	D	A
4	R	R-mGe248	Retelling	1132640	1133850	1210	long	Lt	Other, Pragmatic	0	1	0	0	R-vE286	1133603	1134022	419	247	0,2041	0,5895	0,30325353	-963	A	A	A	A	A	A	A	S
4	R	R-mGe249	Retelling	1133850	1134440	590	short	Lt	Other, Pragmatic	0	1	0	0	R-vE286	1133603	1134022	419	172	0,2915	0,4105	0,340931616	247	D	D	D	D	D	D	D	D
4	R	R-mGe250	Retelling	1134440	1135270	830	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE287	1134323	1135732	1409	830	1	0,5891	0,741402412	117	D	A	D	A	D	A	S	A
4	R	R-mGe251	Retelling	1135270	1136560	1290	long	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE288	1135732	1137303	1571	828	0,6419	0,5271	0,578818595	-462	A	A	A	A	A	A	A	A
4	R	R-mGe252	Retelling	1136560	1136850	290	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE288	1135732	1137303	1571	290	1	0,1846	0,311660398	828	D	A	D	A	D	A	D	A
4	R	R-mGe253	Retelling	1136850	1137150	300	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE288	1135732	1137303	1571	300	1	0,191	0,320684126	1118	D	A	D	A	D	A	D	S
4	R	R-mGe254	Retelling	1137150	1137880	730	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE289	1137303	1139213	1910	577	0,7904	0,3021	0,437121213	-153	A	A	A	A	A	A	S	A
4	R	R-mGe255	Retelling	1137880	1138610	730	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE289	1137303	1139213	1910	730	1	0,3822	0,553030303	577	D	A	D	A	D	A	D	A
4	R	R-mGe256	Retelling	1138610	1140110	1500	long	Rt	Other, Pragmatic	0	1	0	0	R-vE289	1137303	1139213	1910	603	0,402	0,3157	0,353665689	1307	D	D	D	D	D	D	D	D
4	R	R-mGe257	Retelling	1142860	1143170	310	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE294	1142609	1144553	1944	310	1	0,1595	0,275066548	251	D	A	D	A	D	A	D	A
4	R	R-mGe258	Retelling	1143170	1143450	280	short	Bh-sym	Depictive	0	0	1	0	R-vE294	1142609	1144553	1944	280	1	0,144	0,251798561	561	D	A	D	A	D	A	D	A
4	R	R-mGe259	Retelling	1143450	1144000	550	short	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE294	1142609	1144553	1944	550	1	0,2829	0,441058541	841	D	A	D	A	D	A	D	A
4	R	R-mGe260	Retelling	1144000	1144470	470	short	Lt	Beat	1	0	0	0	R-vE294	1142609	1144553	1944	470	1	0,2418	0,389395195	1391	D	A	D	A	D	S	D	S
4	R	R-mGe261	Retelling	1144770	1145170	400	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE295	1144553	1145253	700	400	1	0,5714	0,727272727	217	D	A	D	A	D	S	D	S
4	R	R-mGe262	Retelling	1145920	1146500	580	short	Rt	Other, Pragmatic	0	1	0	0	R-vE296	1145837	1147356	1519	580	1	0,3818	0,552644116	83	D	A	D	A	S	A	S	A
4	R	R-mGe263	Retelling	1146500	1147020	520	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE296	1145837	1147356	1519	520	1	0,3423	0,510053948	663	D	A	D	A	D	A	D	A
4	R	R-mGe264	Retelling	1147020	1147730	710	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE296	1145837	1147356	1519	336	0,4732	0,2212	0,301480485	1183	D	D	D	D	D	D	D	D
4	R	R-mGe265	Retelling	1147730	1148130	400	short	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE297	1147792	1148173	381	338	0,845	0,8871	0,865556979	-62	A	A	A	S	S	S	S	S
4	R	R-mGe266	Retelling	1148130	1148580	450	short	Rt	Other, Pragmatic	0	1	0	0	R-vE298	1148173	1149124	951	407	0,9044	0,428	0,581013562	-43	A	A	S	A	S	A	S	A
4	R	R-mGe267	Retelling	1148580	1148810	230	short	Rt	Depictive, Pragmatic	0	1	1	0	R-vE298	1148173	1149124	951	230	1	0,2419	0,389500424	407	D	A	D	A	D	A	D	A
4	R	R-mGe268	Retelling	1148810	1149270	460	short	Lt	Other, Pragmatic	0	1	0	0	R-vE298	1148173	1149124	951	314	0,6826	0,3302	0,445074416	637	D	D	D	D	D	D	D	S
4	R	R-mGe269	Retelling	1149270	1149700	430	short	Rt	Depictive	0	0	1	0	R-vE299	1149124	1150103	979	430	1	0,4392	0,610361959	146	D	A	D	A	D	A	S	A
4	R	R-mGe270	Retelling	1149700	1150410	710	medium	Rt	Depictive	0	0	1	0	R-vE299	1149124	1150103	979	403	0,5676	0,4116	0,477205447	576	D	D	D	D	D	D	D	D
4	R	R-mGe271	Retelling	1150410	1151230	820	medium	Bh-dif	Depictive	0	0	1	0	R-vE300	1150103	1151223	1120	813	0,9915	0,7259	0,83814433	307	D	D	D	S	D	S	D	S
4	R	R-mGe272	Retelling	1151230	1152040	810	medium	Bh-dif	Beat	1	0	0	0	R-vE301	1151783	1152134	351	257	0,3173	0,7322	0,442721792	-553	A	A	A	A	A	S	A	S
4	R	R-mGe273	Retelling	1152040	1152760	720	medium	Bh-sym	Depictive	0	0	1	0	R-vE302	1152464	1153145	681	296	0,4111	0,4347	0,422555318	-424	A	A	A	A	A	A	A	A
4	R	R-mGe274	Retelling	1152760	1153080	320	short	Bh-sym	Depictive	0	0	1	0	R-vE302	1152464	1153145	681	320	1	0,4699	0,63936064	296	D	A	D	A	D	S	D	S
4	R	R-mGe275	Retelling	1153080	1153410	330	short	Bh-dif	Depictive	0	0	1	0	R-vE303	1153145	1154363	1218	265	0,803	0,2176	0,342377261	-65	A	A	A	A	S	A	S	A
4	R	R-mGe276	Retelling	1153410	1153810	400	short	Bh-dif	Depictive, Pragmatic	0	1	1	0	R-vE303	1153145	1154363	1218	400	1	0,3284	0,494437578	265	D	A	D	A	D	A	D	A
4	R	R-mGe277	Retelling	1153810	1154170	360	short	Bh-dif	Depictive	0	0	1	0	R-vE303	1153145	1154363	1218	360	1	0,2956	0,456273764	665	D	A	D	A	D	A	D	S
4	R	R-mGe278	Retelling	1154170	1154730	560	short	Bh-dif	Depictive	0	0	1	0	R-vE303	1153145	1154363	1218	193	0,3446	0,1585	0,217097863	1025	D	D	D	D	D	D	D	D
4	R	R-mGe279	Retelling	1154730	1155180	450	short	Bh-dif	Depictive	0	0	1	0	R-vE304	1155326	1155676	350	-146	-0,3244	-0,4171	-0,365	-596	A	A	A	A	A	A	A	A
4	R	R-mGe280	Retelling	1155180	1155810	630	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE304	1155326	1155676	350	350	0,5556	1	0,714285714	-146	A	D	A	D	A	D	S	S
4	R	R-mGe281	Retelling	1157820	1158450	630	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE305	1157989	1160275	2286	461	0,7317	0,2017	0,316186557	-169	A	A	A	A	A	A	S	A
4	R	R-mGe282	Retelling	1159500	1160300	800	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE305	1157989	1160275	2286	775	0,9688	0,339	0,502268309	1511	D	D	D	S	D	S	D	S
4	R	R-mGe283	Retelling	1161150	1162770	1620	long	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE306	1160523	1161486	963	336	0,2074	0,3489	0,260162601	627	D	D	D	D	D	D	D	D
4	R	R-mGe284	Retelling	1163550	1164150	600	medium	Bh-sym	Beat	1	0	0	0	R-vE307	1162496	1164485	1989	600	1	0,3017	0,463499421	1054	D	A	D	A	D	A	D	A
4	R	R-mGe285	Retelling	1164150	1165060	910	medium	Rt	Beat	1	0	0	0	R-vE308	1164556	1165096	540	504	0,5538	0,9333	0,695172414	-406	A	A	A	S	A	S	A	S
4	R	R-mGe286	Retelling	1165060	1167470	2410	long	Rt	Depictive	0	0	1	0	R-vE309	1166165	1167171	1006	1006	0,4174	1	0,588992974	-1105	A	D	A	D	A	D	A	D
4	R	R-mGe287	Retelling	1168520	1169130	610	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE311	1168882	1170265	1383	248	0,4066	0,1793	0,248871049	-362	A	A	A	A	A	A	A	A
4	R	R-mGe288	Retelling	1169130	1170080	950	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE311	1168882	1170265	1383	950	1	0,6869	0,814402057	248	D	A	D	A	D	A	D	S
4	R	R-mGe289	Retelling	1170330	1171310	980	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE312	1170265	1171905	1640	980	1	0,5976	0,748091603	65	D	A	D	A	S	A	S	A
4	R	R-mGe290	Retelling	1173750	1174290	540	short	Lt	Other, Pragmatic	0	1	0	0	R-vE313	1174005	1174543	538	285	0,5278	0,5297	0,528756958	-255	A	A	A	A	A	A	A	A
4	R	R-mGe291	Retelling	1174290	1174960	670	medium	Bh-sym	Other, Pragmatic	0	1	0	0	R-vE314	1174543	1177029	2486	417	0,6224	0,1677	0,264258555	-253	A	A	A	A	A	A	A	A
4	R	R-mGe292	Retelling	1174960	1175580	620	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE314	1174543	1177029	2486	620	1	0,2494	0,399227302	417	D	A	D	A	D	A	D	A
4	R	R-mGe293	Retelling	1175580	1177910	2330	long	Rt	Depictive	0	0	1	0	R-vE314	1174543	1177029	2486	1449	0,6219	0,5829	0,601744186	1037	D	D	D	D	D	D	D	D
4	R	R-mGe294	Retelling	1177910	1179180	1270	long	Lt	Depictive, Pragmatic	0	1	1	0	R-vE316	1178194	1180045	1851	986	0,7764	0,5327	0,631848767	-284	A	A	A	A	A	A	A	A
4	R	R-mGe295	Retelling	1179180	1180350	1170	medium	Lt	Depictive, Pragmatic	0	1	1	0	R-vE316	1178194	1180045	1851	865	0,7393	0,4673	0,572658061	986	D	D	D	D	D	D	D	D
4	R	R-mGe296	Retelling	1182910	1183480	570	short	Lt	Other, Pragmatic	0	1	0	0	R-vE320	1182645	1183200	555	290	0,5088	0,5225	0,515555556	265	D	D	D	D	D	D	D	D
4	R	R-mGe297	Retelling	1183750	1184900	1150	medium	Lt	Other, Pragmatic	0	1	0	0	R-vE320	1182645	1183200	555	-550	-0,4783	-0,991	-0,645161291	1105	D	D	D	D	D	D	D	D
4	R	R-mGe298	Retelling	1185240	1185800	560	short	Lt	Other, Pragmatic	0	1	0	0	R-vE321	1185925	1187165	1240	-125	-0,2232	-0,1008	-0,138888889	-685	A	A	A	A	A	A	A	A
4	R	R-mGe299	Retelling	1185800	1186500	700	medium	Rt	Depictive	0	0	1	0	R-vE321	1185925	1187165	1240	575	0,8214	0,4637	0,592783505	-125	A	A	A	A	A	A	S	A
4	R	R-mGe300	Retelling	1186500	1186760	260	short	Rt	Depictive	0	0	1	0	R-vE321	1185925	1187165	1240	260	1	0,2097	0,346666667	575	D	A	D	A	D	A	D	A
4	R	R-mGe301	Retelling	1186760	1187250	490	short	Rt	Depictive	0	0	1	0	R-vE321	1185925	1187165	1240	405	0,8265	0,3266	0,468208093	835	D	D	D	D	D	S	D	S
4	R	R-mGe302	Retelling	1187250	1188650	1400	long	Bh-dif	Depictive	0	0	1	0	R-vE323	1187767	1188705	938	883	0,6307	0,9414	0,75534645	-517	A	A	A	A	A	S	A	S
4	R	R-mGe303	Retelling	1188650	1188950	300	short	Rt	Depictive	0	0	1	0	R-vE324	1188705	1189015	310	245	0,8167	0,7903	0,803278689	-55	A	A	A	A	S	S	S	S
4	R	R-mGe304	Retelling	1188950	1191160	2210	long	Rt	Depictive, Pragmatic	0	1	1	0	R-vE325	1189114	1191785	2671	2046	0,9258	0,766	0,838352797	-164	A	A	A	A	A	A	S	A
4	R	R-mGe305	Retelling	1193670	1194010	340	short	Rt	Other, Pragmatic	0	1	0	0	R-vE327	1193214	1194057	843	340	1	0,4033	0,574809806	456	D	A	D	S	D	S	D	S
4	R	R-mGe306	Retelling	1194010	1194390	380	short	Lt	Other, Pragmatic	0	1	0	0	R-vE328	1194057	1195847	1790	333	0,8763	0,186	0,306912443	-47	A	A	S	A	S	A	S	A
4	R	R-mGe307	Retelling	1194390	1195460	1070	medium	Rt	Other, Pragmatic	0	1	0	0	R-vE328	1194057	1195847	1790	1070	1	0,5978	0,748251748	333	D	A	D	A	D	A	D	A
4	R	R-mGe308	Retelling	1205350	1206840	1490	long	Bh-dif	Depictive	0	0	1	0	R-vE331	1205747	1206910	1163	1093	0,7336	0,9398	0,823972861	-397	A	A	A	A	A	S	A	S
4	R	R-mGe309	Retelling	1206840	1207370	530	short	Bh-id	Depictive	0	0	1	0	R-vE332	1207067	1207815	748	303	0,5717	0,4051	0,474178404	-227	A	A	A	A	A	A	A	A
4	R	R-mGe310	Retelling	1207370	1208790	1420	long	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE333	1207815	1209009	1194	975	0,6866	0,8166	0,745983168	-445	A	A	A	A	A	A	A	A
4	R	R-mGe311	Retelling	1208790	1209550	760	medium	Bh-dif	Other, Pragmatic	0	1	0	0	R-vE333	1207815	1209009	1194	219	0,2882	0,1834	0,224155579	975	D	D	D	D	D	D	D	D
4	R	R-mGe312	Retelling	1209550	1209690	140	short	Lt	Other, Pragmatic	0	1	0	0	R-vE334	1209437	1209717	280	140	1	0,5	0,666666667	113	D	A	D	S	D	S	S	S
4	R	R-mGe313	Retelling	1209690	1210080	390	short	Rt	Depictive	0	0	1	0	R-vE335	1209717	1211117	1400	363	0,9308	0,2593	0,405586592	-27	A	A	S	A	S	A	S	A
