record_id	participant	gesture_id	stage	time_begin	time_end	duration	ge_handedness	ge_function	pragmatic	ge_structure	ge_tags	MaxHM	edu_id_form	has_sem_edu	time_begin	time_end	duration	edu_html	edu_illoc_phas	edu_main_acc	edu_words_num	LeftDiff	RightDiff	eCoord0	eCoord0	sCoord50	eCoord50	sCoord100	eCoord100	sCoord200	eCoord200
4	N	N-mGe337	1st_telling	284390	284740	350	Rt	Depictive		P S	Repeat	0,80645	N-vE170	0	284236	284754	518	(\Чт<u>о</u> там?)	Quest	F	2	154	-14	D	A	D	S	D	S	S	S
4	N	N-mGe338	1st_telling	284740	285050	310	Rt	Depictive		P-S		0,29048	N-vE171	0	284754	286482	1728	"/идут \ед<u>я</u>т &lt;там&gt; их теперь."	Period	F	5	-14	-1432	A	A	S	A	S	A	S	A
4	N	N-mGe339	1st_telling	285050	286300	1250	Rt	Other	 Pragmatic	P-S R	Rt Overlap	0,83949	N-vE171	0	284754	286482	1728	"/идут \ед<u>я</u>т &lt;там&gt; их теперь."	Period	F	5	296	-182	D	A	D	A	D	A	D	S
4	N	N-mGe340	1st_telling	289060	289810	750	Lt	Other	 Pragmatic	P-S		0,3672	N-vE172	0	287586	290921	3335	(? 0.32) /И?и (? 0.69) дальше мы ещё видим \?ф<u>е</u>рмера<sup>?</sup>,	Comma	Fr	6	1474	-1111	D	A	D	A	D	A	D	A
4	N	N-mGe341	1st_telling	289810	290090	280	Lt	Beat	 Pragmatic	S		0,15491	N-vE172	0	287586	290921	3335	(? 0.32) /И?и (? 0.69) дальше мы ещё видим \?ф<u>е</u>рмера<sup>?</sup>,	Comma	Fr	6	2224	-831	D	A	D	A	D	A	D	A
4	N	N-mGe342	1st_telling	290090	291320	1230	Lt	Other	 Pragmatic	S H R		0,36407	N-vE172	0	287586	290921	3335	(? 0.32) /И?и (? 0.69) дальше мы ещё видим \?ф<u>е</u>рмера<sup>?</sup>,	Comma	Fr	6	2504	399	D	D	D	D	D	D	D	D
4	N	N-mGe343	1st_telling	291790	293380	1590	Lt	Depictive	 Pragmatic	P S H	Repeat	0,89098	N-vE173	1	291610	293212	1602	(? 0.11) который \?спуск<u>а</u>ется<sup>?</sup>,	Comma	Fr	2	180	168	D	D	D	D	D	D	S	S
4	N	N-mGe344	1st_telling	293380	294630	1250	Lt	Depictive		P S		0,67655	N-vE174	1	293590	294229	639	с \?л<u>е</u>стницы,	Comma	Fr	2	-210	401	A	D	A	D	A	D	A	D
4	N	N-mGe345	1st_telling	294630	294940	310	Lt	Depictive		S H	Repeat	0,21031	N-vE175	0	294229	296867	2638	и видит что?о /<sup>?</sup>одной из корзин не \хват<u>а</u>ет<sup>h</sup>.	Period	F	8	401	-1927	D	A	D	A	D	A	D	A
4	N	N-mGe346	1st_telling	294940	295300	360	Lt	Depictive		P-S	Repeat	0,24016	N-vE175	0	294229	296867	2638	и видит что?о /<sup>?</sup>одной из корзин не \хват<u>а</u>ет<sup>h</sup>.	Period	F	8	711	-1567	D	A	D	A	D	A	D	A
4	N	N-mGe347	1st_telling	295300	296040	740	Lt	Other	 Pragmatic	P S		0,43813	N-vE175	0	294229	296867	2638	и видит что?о /<sup>?</sup>одной из корзин не \хват<u>а</u>ет<sup>h</sup>.	Period	F	8	1071	-827	D	A	D	A	D	A	D	A
4	N	N-mGe348	1st_telling	296040	296960	920	Lt	Other	 Pragmatic	P S H R	Long R	0,46487	N-vE175	0	294229	296867	2638	и видит что?о /<sup>?</sup>одной из корзин не \хват<u>а</u>ет<sup>h</sup>.	Period	F	8	1811	93	D	D	D	D	D	S	D	S
4	N	N-mGe349	1st_telling	296960	298480	1520	Rt	Depictive		P S	Multi-S, Lt R Overlap	0,79597	N-vE176	1	297294	298754	1460	Он их ещё раз /?пересч<u>и</u>тывает,	Comma	Rr	5	-334	-274	A	A	A	A	A	A	A	A
4	N	N-mGe350	1st_telling	298480	299010	530	Rt	Depictive		P-S	Multi-S	0,27538	N-vE176	0	297294	298754	1460	Он их ещё раз /?пересч<u>и</u>тывает,	Comma	Rr	5	1186	256	D	D	D	D	D	D	D	D
4	N	N-mGe351	1st_telling	299010	299620	610	Rt	Depictive		S	Multi-S	0,57901	N-vE177	0	299162	300134	972	(для –?ув<u>е</u>ренности,	Comma	Lr	2	-152	-514	A	A	A	A	A	A	S	A
4	N	N-mGe352	1st_telling	299620	300530	910	Rt	Depictive		S R	R Rebound	0,54623	N-vE177	0	299162	300134	972	(для –?ув<u>е</u>ренности,	Comma	Lr	2	458	396	D	D	D	D	D	D	D	D
4	N	N-mGe353	1st_telling	300530	301050	520	Bh-sym	Other	 Pragmatic	P-S		0,37876	N-vE178	0	300134	300744	610	(? 0.15) \в<u>и</u>димо?о,)	Comma	F	1	396	306	D	D	D	D	D	D	D	D
4	N	N-mGe354	1st_telling	301050	301580	530	Rt	Pointing	 Pragmatic	P S	Lt P Overlap	0,86786	N-vE179	0	301094	301684	590	одной /н<u>е</u>т,	Comma	R	2	-44	-104	A	A	S	A	S	A	S	S
4	N	N-mGe355	1st_telling	301580	302190	610	Bh-id	Other	 Pragmatic	P S		0,48654	N-vE180	0	301684	303154	1470	он /–стоит такой очень /–обескур<u>а</u>женный,,,	Dots-nf	RL	5	-104	-964	A	A	A	A	A	A	S	A
4	N	N-mGe356	1st_telling	302190	302680	490	Bh-id	Other	 Pragmatic	S	Rt S Overlap	0,5	N-vE180	0	301684	303154	1470	он /–стоит такой очень /–обескур<u>а</u>женный,,,	Dots-nf	RL	5	506	-474	D	A	D	A	D	A	D	A
4	N	N-mGe357	1st_telling	302680	303520	840	Bh-sym	Other	 Pragmatic	S	Multi-S, Repeat	0,41039	N-vE180	0	301684	303154	1470	он /–стоит такой очень /–обескур<u>а</u>женный,,,	Dots-nf	RL	5	996	366	D	D	D	D	D	D	D	D
4	N	N-mGe358	1st_telling	303520	303820	300	Rt	Other	 Pragmatic	S R	Long R, Lt P Overlap	0,17162	N-vE181	0	303154	306350	3196	что-то там \почёсывает (0.41) {sw 0.87} в \?зат<u>ы</u>лке,	Comma	Fr	5	366	-2530	D	A	D	A	D	A	D	A
4	N	N-mGe359	1st_telling	303820	304130	310	Lt	Other	 Pragmatic	S	Rt S R Overlap	0,17684	N-vE181	0	303154	306350	3196	что-то там \почёсывает (0.41) {sw 0.87} в \?зат<u>ы</u>лке,	Comma	Fr	5	666	-2220	D	A	D	A	D	A	D	A
4	N	N-mGe360	1st_telling	304130	305670	1540	Lt	Depictive		P S R		0,65034	N-vE181	0	303154	306350	3196	что-то там \почёсывает (0.41) {sw 0.87} в \?зат<u>ы</u>лке,	Comma	Fr	5	976	-680	D	A	D	A	D	A	D	A
4	N	N-mGe361	1st_telling	307030	308600	1570	Lt	Pointing	 Pragmatic	P S R		0,90883	N-vE182	0	306904	308789	1885	и /мимо идут эти трое –?м<u>а</u>льчиков,	Comma	Lr	6	126	-189	D	A	D	A	D	A	S	S
4	N	N-mGe362	1st_telling	308600	309750	1150	Lt	Depictive		S R		0,86655	N-vE183	0	308789	309857	1068	(? 0.10) с \?гр<u>у</u>шами,	Comma	Fr	2	-189	-107	A	A	A	A	A	A	S	S
4	N	N-mGe363	1st_telling	310200	310850	650	Lt	Beat		S	Shuttle	0,37451	N-vE184	0	310324	312483	2159	так спокойно мимо него /–прох<u>о</u>дят вразвалочку,,,	Dots-nf	RL	6	-124	-1633	A	A	A	A	A	A	S	A
4	N	N-mGe364	1st_telling	310850	311830	980	Lt	Depictive		S	Shuttle	0,6244	N-vE184	0	310324	312483	2159	так спокойно мимо него /–прох<u>о</u>дят вразвалочку,,,	Dots-nf	RL	6	526	-653	D	A	D	A	D	A	D	A
4	N	N-mGe365	1st_telling	312380	314340	1960	Lt	Beat	 Pragmatic	P S R	S Rebound, Long R	0,90656	N-vE185	0	312483	314108	1625	и /он в недоумении на них /–см<u>о</u>трит,	Comma	RL	7	-103	232	A	D	A	D	A	D	S	D
4	N	N-mGe366	1st_telling	314340	315410	1070	Lt	Other	 Pragmatic	P S R		0,70641	N-vE186	0	314108	315051	943	ничего не \поним<u>а</u>ет.	Period	F	3	232	359	D	D	D	D	D	D	D	D
4	N	N-mGe367	1st_telling	315410	316300	890	Lt	Other	 Pragmatic	P S		0,00047	N-vE187	0	316299	319624	3325	Мальчики /уходят (? 0.36) (0.80) {sw 0.27} <sup>?</sup>с \гориз<u>о</u>нта.	Period	F	4	-889	-3324	A	A	A	A	A	A	A	A
4	N	N-mGe368	1st_telling	316300	316800	500	Lt	Beat	 Pragmatic	S		0,26144	N-vE187	0	316299	319624	3325	Мальчики /уходят (? 0.36) (0.80) {sw 0.27} <sup>?</sup>с \гориз<u>о</u>нта.	Period	F	4	1	-2824	D	A	S	A	S	A	S	A
4	N	N-mGe369	1st_telling	316800	317640	840	Lt	Beat		P-S R		0,40336	N-vE187	0	316299	319624	3325	Мальчики /уходят (? 0.36) (0.80) {sw 0.27} <sup>?</sup>с \гориз<u>о</u>нта.	Period	F	4	501	-1984	D	A	D	A	D	A	D	A
4	N	N-mGe370	1st_telling	317640	318420	780	Lt	Beat		P-S	Repeat	0,38002	N-vE187	0	316299	319624	3325	Мальчики /уходят (? 0.36) (0.80) {sw 0.27} <sup>?</sup>с \гориз<u>о</u>нта.	Period	F	4	1341	-1204	D	A	D	A	D	A	D	A
4	N	N-mGe371	1st_telling	318420	318730	310	Lt	Beat		P-S	Repeat	0,17056	N-vE187	0	316299	319624	3325	Мальчики /уходят (? 0.36) (0.80) {sw 0.27} <sup>?</sup>с \гориз<u>о</u>нта.	Period	F	4	2121	-894	D	A	D	A	D	A	D	A
4	N	N-mGe372	1st_telling	318730	319150	420	Lt	Other	 Pragmatic	S		0,2243	N-vE187	0	316299	319624	3325	Мальчики /уходят (? 0.36) (0.80) {sw 0.27} <sup>?</sup>с \гориз<u>о</u>нта.	Period	F	4	2431	-474	D	A	D	A	D	A	D	A
4	N	N-mGe373	1st_telling	319150	320170	1020	Lt	Depictive	 Pragmatic	P S		0,43645	N-vE188	0	319624	321106	1482	На –этом фильм \?конч<u>а</u>ется.	Period	Fr	4	-474	-936	A	A	A	A	A	A	A	A
4	N	N-mGe374	1st_telling	321210	321860	650	Lt	Other	 Pragmatic	P S-R		0,45169	N-vE190	0	321493	322468	975	я \?зак<u>о</u>нчила.	Period	Fr	2	-283	-608	A	A	A	A	A	A	A	A
4	N	N-mGe375	1st_telling	321860	322260	400	Lt	Pointing	 Pragmatic	P S-R	Repeat	0,58182	N-vE190	0	321493	322468	975	я \?зак<u>о</u>нчила.	Period	Fr	2	367	-208	D	A	D	A	D	A	D	A
4	N	N-mGe376		322260	323100	840	Lt	Other	 Pragmatic	S R		0,2292	N-vE190	0	321493	322468	975	я \?зак<u>о</u>нчила.	Period	Fr	2	767	632	D	D	D	D	D	D	D	D
4	N	N-mGe377	Conversation	326590	328190	1600	Lt	Pointing	 Pragmatic	P S	Rt P Overlap	0,41741	N-vE192	0	327249	327671	422	\цветн<u>о</u>й.	Period	F	1	-659	519	A	D	A	D	A	D	A	D
4	N	N-mGe378	Conversation	328190	329500	1310	Bh-dif	Pointing	 Pragmatic	S R	Lt S Overlap	0,71293	N-vE193	0	327671	330036	2365	Ты уже теперь можешь (0.14) всё \поправл<u>я</u>ть.	Period	F	6	519	-536	D	A	D	A	D	A	D	A
4	N	N-mGe379	Conversation	349940	350320	380	Lt	Depictive		P S		0,50575	N-vE204	0	349670	350160	490	/–М<u>а</u>льчики?	Quest	RL	1	270	160	D	D	D	D	D	D	D	S
4	N	N-mGe380	Conversation	350320	351300	980	Lt	Depictive		P S R	R Rebound	0,68588	N-vE205	0	350160	350915	755	Ну /может \б<u>ы</u>ть.	Period	F	3	160	385	D	D	D	D	D	D	S	D
4	N	N-mGe381	Conversation	352810	353820	1010	Lt	Beat	 Pragmatic	P S	Multi-S	0,78206	N-vE210	0	353140	353869	729	он /цветн<u>о</u>й,	Comma	R	2	-330	-49	A	A	A	S	A	S	A	S
4	N	N-mGe382	Conversation	353820	354230	410	Lt	Beat	 Pragmatic	P S	Repeat	0,1466	N-vE211	0	354090	355590	1500	он \такой \<strong>т<u>ё</u>мный</strong> достаточно.	Period	F	4	-270	-1360	A	A	A	A	A	A	A	A
4	N	N-mGe383	Conversation	354230	354450	220	Lt	Beat	 Pragmatic	P-S	Repeat	0,25581	N-vE211	0	354090	355590	1500	он \такой \<strong>т<u>ё</u>мный</strong> достаточно.	Period	F	4	140	-1140	D	A	D	A	D	A	S	A
4	N	N-mGe384	Conversation	354450	354900	450	Lt	Other	 Pragmatic	S	S Rebound, Repeat	0,46154	N-vE211	0	354090	355590	1500	он \такой \<strong>т<u>ё</u>мный</strong> достаточно.	Period	F	4	360	-690	D	A	D	A	D	A	D	A
4	N	N-mGe385	Conversation	354900	355810	910	Lt	Beat	 Pragmatic	P S	Multi-S, Repeat	0,57261	N-vE211	0	354090	355590	1500	он \такой \<strong>т<u>ё</u>мный</strong> достаточно.	Period	F	4	810	220	D	D	D	D	D	D	D	D
4	N	N-mGe386	Conversation	355810	356230	420	Lt	Beat	 Pragmatic	P S		0,46154	N-vE212	0	355590	356990	1400	То есть вот \ст<u>а</u>рое /в<u>и</u>део,	Comma	F, R	5	220	-760	D	A	D	A	D	A	D	A
4	N	N-mGe387	Conversation	356230	356480	250	Lt	Beat	 Pragmatic	P S	Repeat	0,30303	N-vE212	0	355590	356990	1400	То есть вот \ст<u>а</u>рое /в<u>и</u>део,	Comma	F, R	5	640	-510	D	A	D	A	D	A	D	A
4	N	N-mGe388	Conversation	356480	356780	300	Lt	Other	 Pragmatic	P S		0,35294	N-vE212	0	355590	356990	1400	То есть вот \ст<u>а</u>рое /в<u>и</u>део,	Comma	F, R	5	890	-210	D	A	D	A	D	A	D	A
4	N	N-mGe389	Conversation	356780	357140	360	Lt	Other	 Pragmatic	P-S	S Rebound	0,34483	N-vE213	0	356990	357500	510	и?и ==	Fst		1	-210	-360	A	A	A	A	A	A	A	A
4	N	N-mGe390	Conversation	357140	358080	940	Lt	Beat		P S R	R Rebound	0,49655	N-vE213	0	356990	357500	510	и?и ==	Fst		1	150	580	D	D	D	D	D	D	S	D
4	N	N-mGe391	Conversation	365960	366950	990	Lt	Pointing		P S	Multi-S	0,6501	N-vE216	0	366466	366965	499	\Да-да-д<u>а</u>!	Exclam	F	1	-506	-15	A	A	A	S	A	S	A	S
4	N	N-mGe392	Conversation	366950	367760	810	Lt	Pointing		P S	Multi-Rebound	0,92982	N-vE217	0	366965	367865	900	(? 0.21) На /мелком —	Split		2	-15	-105	A	A	S	A	S	A	S	S
4	N	N-mGe393	Conversation	367760	368650	890	Lt	Pointing		P S	Multi-Rebound, Repeat	0,90751	N-vE218	0	367865	368705	840	(мальчике с /в<u>е</u>ликом,)	Comma	R	3	-105	-55	A	A	A	A	A	S	S	S
4	N	N-mGe394	Conversation	368650	369950	1300	Lt	Depictive		P-S R	Rebound	0,88612	N-vE219	0	368705	370215	1510	— тоже был на /шее \плат<u>о</u>к.	Period	F	5	-55	-265	A	A	A	A	S	A	S	A
4	N	N-mGe395	Conversation	391700	392400	700	Lt	Pointing	 Pragmatic	P S		0,52659	N-vE226	0	391900	393099	1199	достаточно \больш<u>о</u>е.	Period	F	2	-200	-699	A	A	A	A	A	A	S	A
4	N	N-mGe396	Conversation	392400	393220	820	Lt	Other	 Pragmatic	P-S R	S Rebound	0,69242	N-vE226	0	391900	393099	1199	достаточно \больш<u>о</u>е.	Period	F	2	500	121	D	D	D	D	D	D	D	S
4	N	N-mGe397	Conversation	416350	417190	840	Lt	Depictive	 Pragmatic	P S		0,69918	N-vE230	0	416595	417457	862	(? 0.19) По /\л<u>е</u>стнице!	Exclam	RF	2	-245	-267	A	A	A	A	A	A	A	A
4	N	N-mGe398	Conversation	417190	417880	690	Lt	Pointing	 Pragmatic	P S		0,47026	N-vE231	0	417457	418566	1109	Он \подним<u>а</u>ется по /л<u>е</u>стнице,	Comma	F, R	4	-267	-686	A	A	A	A	A	A	A	A
4	N	N-mGe399	Conversation	417880	418440	560	Lt	Depictive		P S		0,67106	N-vE231	0	417457	418566	1109	Он \подним<u>а</u>ется по /л<u>е</u>стнице,	Comma	F, R	4	423	-126	D	A	D	A	D	A	D	S
4	N	N-mGe400	Conversation	418440	421640	3200	Lt	Depictive		P S H R	S Rebound, R Rebound	0,46963	N-vE232	0	418566	419548	982	\спускается ??	Interrupt		1	-126	2092	A	D	A	D	A	D	S	D
4	N	N-mGe401	Conversation	445300	446210	910	Lt	Pointing	 Pragmatic	P S		0,55649	N-vE238	0	445385	447440	2055	/Корзины прям просто под \гр<u>у</u>шей /сто<u>я</u>т,	Comma	F, R	6	-85	-1230	A	A	A	A	S	A	S	A
4	N	N-mGe402	Conversation	446210	446650	440	Lt	Pointing	 Pragmatic	P S	Repeat	0,35271	N-vE238	0	445385	447440	2055	/Корзины прям просто под \гр<u>у</u>шей /сто<u>я</u>т,	Comma	F, R	6	825	-790	D	A	D	A	D	A	D	A
4	N	N-mGe403	Conversation	446650	446920	270	Lt	Pointing	 Pragmatic	S	Repeat	0,23226	N-vE238	0	445385	447440	2055	/Корзины прям просто под \гр<u>у</u>шей /сто<u>я</u>т,	Comma	F, R	6	1265	-520	D	A	D	A	D	A	D	A
4	N	N-mGe404	Conversation	446920	447820	900	Lt	Other	 Pragmatic	S R		0,51247	N-vE239	0	447440	448023	583	под \д<u>е</u>ревом.	Period	F	2	-520	-203	A	A	A	A	A	A	A	A
4	N	N-mGe405	Conversation	461100	463790	2690	Lt	Depictive		P S R		0,48605	N-vE244	1	460968	462006	1038	вообще /дор<u>о</u>га?а, ==	Comma, Fst	R	2	132	1784	D	D	D	D	D	D	S	D
4	N	N-mGe406	Conversation	502310	502590	280	Lt	Beat		S		0,47482	N-vE251	0	502359	503052	693	есть \ощущ<u>е</u>ние,	Comma	F	2	-49	-462	A	A	S	A	S	A	S	A
4	N	N-mGe407	Conversation	502590	503000	410	Lt	Beat		P-S	S Rebound	0,74343	N-vE251	0	502359	503052	693	есть \ощущ<u>е</u>ние,	Comma	F	2	231	-52	D	A	D	A	D	S	D	S
4	N	N-mGe408	Conversation	503000	503640	640	Lt	Beat		S		0,94215	N-vE252	0	503052	503622	570	что \ж<u>а</u>рко.	Period	F	2	-52	18	A	D	A	S	S	S	S	S
4	N	N-mGe409	Conversation	503640	504000	360	Lt	Beat		P S		0,52555	N-vE253	0	503622	504632	1010	Но самое /запомин<u>а</u>ющееся,	Comma	R	3	18	-632	D	A	S	A	S	A	S	A
4	N	N-mGe410	Conversation	504000	504610	610	Lt	Pointing	 Pragmatic	P S	S Rebound	0,75309	N-vE253	0	503622	504632	1010	Но самое /запомин<u>а</u>ющееся,	Comma	R	3	378	-22	D	A	D	S	D	S	D	S
4	N	N-mGe411	Conversation	504610	505150	540	Lt	Pointing	 Pragmatic	P S	Repeat	0,46457	N-vE254	0	504632	506322	1690	это \красная такая /банд<u>а</u>на на шее,	Comma	R	6	-22	-1172	A	A	S	A	S	A	S	A
4	N	N-mGe412	Conversation	505150	505850	700	Lt	Pointing	 Pragmatic	P-S	Repeat	0,58577	N-vE254	0	504632	506322	1690	это \красная такая /банд<u>а</u>на на шее,	Comma	R	6	518	-472	D	A	D	A	D	A	D	A
4	N	N-mGe413	Conversation	505850	506390	540	Lt	Pointing	 Pragmatic	S	Repeat	0,42332	N-vE254	0	504632	506322	1690	это \красная такая /банд<u>а</u>на на шее,	Comma	R	6	1218	68	D	D	D	D	D	S	D	S
4	N	N-mGe414	Conversation	506390	506560	170	Lt	Beat		S		0,29565	N-vE255	0	506322	507302	980	и?и белый –ф<u>а</u>ртук,	Comma	L	3	68	-742	D	A	D	A	S	A	S	A
4	N	N-mGe415	Conversation	506560	507520	960	Lt	Depictive	 Pragmatic	S H R		0,76495	N-vE255	0	506322	507302	980	и?и белый –ф<u>а</u>ртук,	Comma	L	3	238	218	D	D	D	D	D	D	D	D
4	N	N-mGe416	Conversation	507520	508460	940	Lt	Other	 Pragmatic	P-S R		0,02894	N-vE256	0	507302	507537	235	–д<u>а</u>.	Period	L	1	218	923	D	D	D	D	D	D	D	D
4	N	N-mGe417	Conversation	515470	517060	1590	Lt	Depictive		P S R	R Rebound	0,4518	N-vE257	0	515897	516361	464	?–Уг<u>у</u>.	Period	fL	1	-427	699	A	D	A	D	A	D	A	D
4	N	N-mGe418	Conversation	522190	523440	1250	Lt	Depictive		P S	Multi-S	0,41667	N-vE259	1	519467	524217	4750	у /мальчика?а (? 0.35) (? 0.64) (0.82) (? 0.35) больше как-то –обм<u>о</u>тано вокруг шеи...	Dots-f	L	7	2723	-777	D	A	D	A	D	A	D	A
4	N	N-mGe419	Conversation	523440	524310	870	Lt	Depictive		S R	R Rebound, Repeat	0,27651	N-vE259	1	519467	524217	4750	у /мальчика?а (? 0.35) (? 0.64) (0.82) (? 0.35) больше как-то –обм<u>о</u>тано вокруг шеи...	Dots-f	L	7	3973	93	D	D	D	D	D	S	D	S
4	N	N-mGe420	Conversation	536460	537950	1490	Lt	Depictive		P S	Rebound	0,72814	N-vE262	1	536963	538184	1221	Он /берёт одну \?гр<u>у</u>шу,	Comma	Fr	4	-503	-234	A	A	A	A	A	A	A	A
4	N	N-mGe421	Conversation	537950	538510	560	Lt	Depictive		S		0,652	N-vE263	0	538184	538624	440	с так= ??	Interrupt		2	-234	-114	A	A	A	A	A	A	A	S
4	N	N-mGe422	Conversation	538510	539650	1140	Lt	Depictive		S H		0,1443	N-vE263	0	538184	538624	440	с так= ??	Interrupt		2	326	1026	D	D	D	D	D	D	D	D
4	N	N-mGe423	Conversation	539650	540690	1040	Lt	Pointing	 Pragmatic	P-S	S Rebound	0,8438	N-vE264	0	539780	540539	759	Из /–корз<u>и</u>ны,	Comma	RL	2	-130	151	A	D	A	D	A	D	S	S
4	N	N-mGe424	Conversation	540690	541030	340	Lt	Other	 Pragmatic	S	Repeat	0,38702	N-vE265	0	540539	541956	1417	но \сразу же кладёт её на /м<u>е</u>сто,	Comma	R	7	151	-926	D	A	D	A	D	A	S	A
4	N	N-mGe425	Conversation	541030	541750	720	Lt	Depictive		P-S		0,67384	N-vE265	1	540539	541956	1417	но \сразу же кладёт её на /м<u>е</u>сто,	Comma	R	7	491	-206	D	A	D	A	D	A	D	A
4	N	N-mGe426	Conversation	541750	542730	980	Lt	Depictive		P S R	R Rebound	0,4941	N-vE266	0	541956	544109	2153	и берёт всю /–корзину (? 0.32) за \р<u>у</u>чки.	Period	F	6	-206	-1379	A	A	A	A	A	A	A	A
4	N	N-mGe427	Conversation	542730	545870	3140	Bh-sym	Depictive		P S H R		0,52107	N-vE266	1	541956	544109	2153	и берёт всю /–корзину (? 0.32) за \р<u>у</u>чки.	Period	F	6	774	1761	D	D	D	D	D	D	D	D
4	N	N-mGe428	Conversation	545870	546780	910	Bh-dif	Pointing		P S R		0,81346	N-vE268	0	546067	546910	843	\Т<u>о</u>же полных.	Period	F	2	-197	-130	A	A	A	A	A	A	S	S
4	N	N-mGe429	Conversation	546780	547490	710	Bh-sym	Depictive		P S R		0,16742	N-vE268	0	546067	546910	843	\Т<u>о</u>же полных.	Period	F	2	713	580	D	D	D	D	D	D	D	D
4	N	N-mGe430	Conversation	556860	557340	480	Bh-sym	Depictive		P S		0,45176	N-vE271	0	556845	558490	1645	у меня по-моему почти \так<u>о</u>й же на /д<u>а</u>че,	Comma	F, R	8	15	-1150	D	A	S	A	S	A	S	A
4	N	N-mGe431	Conversation	557340	558270	930	Bh-sym	Depictive		P S H R	Repeat	0,72233	N-vE271	0	556845	558490	1645	у меня по-моему почти \так<u>о</u>й же на /д<u>а</u>че,	Comma	F, R	8	495	-220	D	A	D	A	D	A	D	A
4	N	N-mGe432	Conversation	563420	565300	1880	Rt	Other	 Pragmatic	P-S R		0,91022	N-vE274	0	563376	565027	1651	Но это \п<u>о</u>льский фильм по-моему,	Comma	F	5	44	273	D	D	S	D	S	D	S	D
4	N	N-mGe433	Conversation	571820	575570	3750	Bh-sym	Depictive		P S H R	S Rebound	0,43391	N-vE277	1	572811	573850	1039	"&lt;Вот_така=&gt; \так<u>а</u>я наверное."	Period	F	3	-991	1720	A	D	A	D	A	D	A	D
4	N	N-mGe434	Conversation	576300	577710	1410	Bh-sym	Depictive		P S		0,76955	N-vE278	1	576790	577771	981	У неё /\дв<u>е</u> /р<u>у</u>чки,	Comma	RF, R	4	-490	-61	A	A	A	A	A	S	A	S
4	N	N-mGe435	Conversation	577710	578710	1000	Bh-sym	Depictive		P S H	S Rebound, Repeat	0,90351	N-vE279	1	577771	578595	824	у неё две /р<u>у</u>чки, ??	Comma, Interrupt	R	4	-61	115	A	D	A	D	S	D	S	S
4	N	N-mGe436	Conversation	578710	579280	570	Bh-sym	Depictive		P S		0,92453	N-vE281	0	578727	579217	490	/плет<u>ё</u>ная,	Comma	R	1	-17	63	A	D	S	D	S	S	S	S
4	N	N-mGe437	Conversation	579280	579540	260	Bh-sym	Depictive		P-S		0,3869	N-vE282	1	579217	580301	1084	две /ручки по \бок<u>а</u>м,	Comma	F	4	63	-761	D	A	D	A	S	A	S	A
4	N	N-mGe438	Conversation	579540	579990	450	Bh-dif	Depictive		P S		0,5867	N-vE282	1	579217	580301	1084	две /ручки по \бок<u>а</u>м,	Comma	F	4	323	-311	D	A	D	A	D	A	D	A
4	N	N-mGe439	Conversation	579990	581110	1120	Bh-sym	Depictive		P S R	R Rebound	0,7458	N-vE283	1	580301	580967	666	такие?е ~	Tilde		1	-311	143	A	D	A	D	A	D	A	S
4	N	N-mGe440	Conversation	588530	589060	530	Lt	Beat		P S-R		0,58242	N-vE284	0	588318	589608	1290	Ну он её по-моему \прид<u>е</u>рживает.	Period	F	5	212	-548	D	A	D	A	D	A	D	A
4	N	N-mGe441	Conversation	598180	599460	1280	Rt	Other	 Pragmatic	P-S R	R Rebound	0,72552	N-vE290	0	598002	599010	1008	"Всё такое &lt;–НРЗ<u>Б</u>&gt;!"	Exclam	L	3	178	450	D	D	D	D	D	D	S	D
4	N	N-mGe442	Conversation	610410	610960	550	Rt	Depictive	 Pragmatic	P S		0,3394	N-vE295	0	609716	612407	2691	что он даже не \сид<u>и</u>т на се= || на се= || на /седл<u>е</u>,	Comma	F, R	11	694	-1447	D	A	D	A	D	A	D	A
4	N	N-mGe443	Conversation	610960	611210	250	Rt	Beat	 Pragmatic	S	Repeat	0,17001	N-vE295	0	609716	612407	2691	что он даже не \сид<u>и</u>т на се= || на се= || на /седл<u>е</u>,	Comma	F, R	11	1244	-1197	D	A	D	A	D	A	D	A
4	N	N-mGe444	Conversation	611210	611440	230	Rt	Beat	 Pragmatic	S	Repeat	0,15748	N-vE295	0	609716	612407	2691	что он даже не \сид<u>и</u>т на се= || на се= || на /седл<u>е</u>,	Comma	F, R	11	1494	-967	D	A	D	A	D	A	D	A
4	N	N-mGe445	Conversation	611440	612520	1080	Rt	Beat	 Pragmatic	S R	Long R, Repeat	0,51286	N-vE295	0	609716	612407	2691	что он даже не \сид<u>и</u>т на се= || на се= || на /седл<u>е</u>,	Comma	F, R	11	1724	113	D	D	D	D	D	D	D	S
4	N	N-mGe446	Conversation	612660	613730	1070	Rt	Other	 Pragmatic	P S R		0,56707	N-vE296	0	612857	614866	2009	он?н (? 0.42) (0.40) либо /сто<u>и</u>т,	Comma	R	3	-197	-1136	A	A	A	A	A	A	S	A
4	N	N-mGe447	Conversation	614020	614730	710	Rt	Depictive		P S-R		0,52225	N-vE296	0	612857	614866	2009	он?н (? 0.42) (0.40) либо /сто<u>и</u>т,	Comma	R	3	1163	-136	D	A	D	A	D	A	D	S
